"2qSkIjg1o9h3YT9RAgYN75,""Espresso"",""Sabrina Carpenter"",""17"",""-4"",""-9"",""SE"",""2024-05-13"",""99"",""True"",""175459"",""Espresso"",""2024-04-12"",""0.701"",""0.76"",""0"",""-5.478"",""1"",""0.0285"",""0.107"",""6.54e-05"",""0.185"",""0.69"",""103.969"",""4""";;
"29YN98sTVSpfYMpPzFXaGU,""Välkommen ner"",""Bolaget"",""18"",""-9"",""-12"",""SE"",""2024-05-13"",""71"",""False"",""158062"",""Välkommen ner"",""2024-04-10"",""0.475"",""0.56"",""10"",""-7.321"",""0"",""0.0552"",""0.049"",""0.0"",""0.0794"",""0.613"",""159.926"",""4""";;
"5Z0UnEtpLDQyYlWwgi8m9C,""Too Sweet"",""Hozier"",""19"",""-5"",""-12"",""SE"",""2024-05-13"",""90"",""False"",""251424"",""Unreal Unearth: Unheard"",""2024-03-22"",""0.741"",""0.62"",""10"",""-5.505"",""1"",""0.0412"",""0.0295"",""0.000809"",""0.0398"",""0.934"",""117.038"",""4""";;
"2FImFbdIGJEnlftYDmwU6f,""Hålla mig"",""Molly Sandén"",""20"",""-4"",""-7"",""SE"",""2024-05-13"",""69"",""False"",""186162"",""Hålla mig"",""2024-03-22"",""0.682"",""0.673"",""7"",""-7.117"",""1"",""0.0814"",""0.101"",""0.0"",""0.118"",""0.37"",""127.11"",""4""";;
"3tBJj5MO1o7lh7EjleuXLg,""Jag önskar jag brydde mig mer"",""Hov1"",""21"",""-6"",""29"",""SE"",""2024-05-13"",""50"",""True"",""199693"",""Jag önskar jag brydde mig mer"",""2024-05-10"",""0.52"",""0.675"",""1"",""-6.92"",""1"",""0.271"",""0.254"",""0.0"",""0.0735"",""0.616"",""138.686"",""4""";;
"49R1F3rIdSzuPk7AcHi6d1,""la noia"",""Angelina Mango"",""22"",""28"",""28"",""SE"",""2024-05-13"",""80"",""False"",""189124"",""la noia"",""2024-02-07"",""0.68"",""0.871"",""2"",""-3.349"",""0"",""0.0851"",""0.131"",""4.85e-05"",""0.056"",""0.677"",""112.094"",""4""";;
"5uQ7de4EWjb3rkcFxyEOpu,""Belong Together"",""Mark Ambor"",""23"",""-5"",""-9"",""SE"",""2024-05-13"",""92"",""False"",""148317"",""Belong Together"",""2024-02-16"",""0.646"",""0.668"",""2"",""-5.203"",""1"",""0.0282"",""0.491"",""0.0"",""0.212"",""0.64"",""90.969"",""4""";;
"7qiEoVlFjb3KaytT2zgK1g,""Doomsday Blue"",""Bambie Thug"",""24"",""26"",""26"",""SE"",""2024-05-13"",""69"",""False"",""183741"",""Cathexis"",""2023-10-13"",""0.487"",""0.846"",""10"",""-7.123"",""0"",""0.049"",""0.00705"",""0.285"",""0.171"",""0.16"",""130.008"",""4""";;
"6AI3ezQ4o3HUoP6Dhudph3,""Not Like Us"",""Kendrick Lamar"",""25"",""-5"",""-10"",""SE"",""2024-05-13"",""94"",""True"",""274192"",""Not Like Us"",""2024-05-04"",""0.898"",""0.472"",""1"",""-7.001"",""1"",""0.0776"",""0.0107"",""0.0"",""0.141"",""0.214"",""101.061"",""4""";;
"0j2JcSeuF8ElJTrC8g6493,""Djurens vaggvisa"",""Humlan Djojj, Josefine Götestam"",""26"",""11"",""-14"",""SE"",""2024-05-13"",""72"",""False"",""140046"",""Somna med Humlan Djojj"",""2020-10-30"",""0.684"",""0.0326"",""0"",""-17.898"",""1"",""0.0583"",""0.973"",""2e-06"",""0.108"",""0.44"",""66.685"",""5""";;
"3xkHsmpQCBMytMJNiDf3Ii,""Beautiful Things"",""Benson Boone"",""27"",""-5"",""-16"",""SE"",""2024-05-13"",""91"",""False"",""180304"",""Fireworks & Rollerblades"",""2024-04-05"",""0.472"",""0.471"",""10"",""-5.692"",""1"",""0.0603"",""0.151"",""0.0"",""0.14"",""0.219"",""105.029"",""3""";;
"0irVirJrUjHFk3ywECVsGT,""Kite"",""Benjamin Ingrosso"",""28"",""-9"",""11"",""SE"",""2024-05-13"",""69"",""False"",""166806"",""Kite"",""2024-01-26"",""0.73"",""0.804"",""2"",""-4.84"",""1"",""0.0436"",""0.225"",""2.63e-06"",""0.0432"",""0.904"",""139.997"",""4""";;
"7fzHQizxTqy8wTXwlrgPQQ,""MILLION DOLLAR BABY"",""Tommy Richman"",""29"",""-6"",""21"",""SE"",""2024-05-13"",""94"",""False"",""155151"",""MILLION DOLLAR BABY"",""2024-04-26"",""0.849"",""0.699"",""1"",""-5.106"",""0"",""0.0436"",""0.0982"",""0.000215"",""0.068"",""0.927"",""138.003"",""4""";;
"7E1kK0D0goo85p02ZAoa8Y,""Better Days"",""Benjamin Ingrosso"",""30"",""-9"",""-2"",""SE"",""2024-05-13"",""69"",""False"",""218385"",""Better Days"",""2024-04-05"",""0.546"",""0.916"",""6"",""-3.95"",""1"",""0.0408"",""0.0507"",""0.0"",""0.226"",""0.692"",""134.956"",""4""";;
"3GygspQIcYy5OnRiw245Qh,""Babblarnas vaggvisa"",""Babblarna"",""31"",""11"",""-14"",""SE"",""2024-05-13"",""65"",""False"",""334053"",""Upp och ner och hit och dit med Babblarna"",""2023-09-01"",""0.299"",""0.234"",""11"",""-13.009"",""1"",""0.0321"",""0.828"",""0.000101"",""0.0959"",""0.333"",""186.369"",""4""";;
"48lxT5qJF0yYyf2z4wB4xW,""Pedro"",""Jaxomy, Agatino Romero, Raffaella Carrà"",""32"",""-8"",""-12"",""SE"",""2024-05-13"",""91"",""False"",""144846"",""Pedro"",""2024-03-29"",""0.788"",""0.936"",""9"",""-6.294"",""1"",""0.301"",""0.0229"",""1.3e-06"",""0.311"",""0.844"",""151.019"",""4""";;
"2OzhQlSqBEmt7hmkYxfT6m,""Fortnight (feat. Post Malone)"",""Taylor Swift, Post Malone"",""33"",""0"",""-14"",""SE"",""2024-05-13"",""96"",""False"",""228965"",""THE TORTURED POETS DEPARTMENT"",""2024-04-18"",""0.504"",""0.386"",""11"",""-10.976"",""1"",""0.0308"",""0.502"",""1.53e-05"",""0.0961"",""0.281"",""192.004"",""4""";;
"6Vbgg3C5Qo7olhjIIr1r4e,""Låt Mig Va"",""Bolaget, Victor Leksell"",""34"",""-7"",""-13"",""SE"",""2024-05-13"",""68"",""False"",""120834"",""Låt Mig Va"",""2023-12-25"",""0.565"",""0.714"",""9"",""-5.585"",""0"",""0.062"",""0.0909"",""0.0"",""0.112"",""0.444"",""145.249"",""4""";;
"41ioFOtkaKOuvZbqzliDLT,""Okej att dö"",""Miriam Bryant"",""35"",""0"",""-1"",""SE"",""2024-05-13"",""63"",""False"",""169080"",""Okej att dö"",""2024-04-26"",""0.53"",""0.801"",""11"",""-4.549"",""0"",""0.084"",""0.154"",""0.0"",""0.137"",""0.572"",""149.997"",""4""";;
"7BPcWZDSRLdMbOybXlspcC,""Bærum Bitches (Mannschaft)"",""Søte og Rare Gutter, Mannschaft"",""36"",""-11"",""-20"",""SE"",""2024-05-13"",""75"",""False"",""146938"",""Bærum Bitches (Mannschaft)"",""2024-02-15"",""0.655"",""0.602"",""11"",""-7.736"",""0"",""0.415"",""0.0691"",""0.0"",""0.34"",""0.541"",""146.981"",""4""";;
"7Gfzl9QQrLcwtKV0G7x5Hf,""Misstag"",""Miss Li"",""37"",""-11"",""-10"",""SE"",""2024-05-13"",""67"",""False"",""191140"",""Misstag"",""2024-02-23"",""0.75"",""0.74"",""10"",""-4.924"",""0"",""0.0531"",""0.0478"",""0.0"",""0.107"",""0.841"",""103.086"",""4""";;
"2kiC5fopiYY3YbpZvZE3Pf,""DECIBEL"",""Mohelá, Naod"",""38"",""-9"",""-16"",""SE"",""2024-05-13"",""63"",""True"",""156387"",""DECIBEL"",""2024-04-26"",""0.763"",""0.489"",""4"",""-7.637"",""0"",""0.0683"",""0.17"",""0.0"",""0.0373"",""0.897"",""154.978"",""4""";;
"2uqYupMHANxnwgeiXTZXzd,""Austin"",""Dasha"",""39"",""-11"",""-15"",""SE"",""2024-05-13"",""92"",""True"",""171782"",""What Happens Now?"",""2024-02-16"",""0.756"",""0.672"",""0"",""-6.743"",""1"",""0.0522"",""0.464"",""3.37e-06"",""0.108"",""0.739"",""114.935"",""4""";;
"3enBMRAdnjgyZldIIAjhlO,""Hej du"",""Hov1"",""40"",""-1"",""10"",""SE"",""2024-05-13"",""54"",""True"",""211001"",""Jag önskar jag brydde mig mer"",""2024-05-10"",""0.587"",""0.699"",""4"",""-5.587"",""0"",""0.216"",""0.614"",""0.0"",""0.7"",""0.524"",""101.673"",""4""";;
"4o5Ob60pz8QHcFKcr4MWyf,""Ikväll Igen"",""Bolaget"",""41"",""-10"",""-10"",""SE"",""2024-05-13"",""67"",""False"",""137727"",""Ikväll Igen"",""2023-04-12"",""0.617"",""0.529"",""0"",""-7.931"",""1"",""0.0957"",""0.498"",""0.0"",""0.553"",""0.501"",""165.015"",""4""";;
"4GK4mydvnsodLEHWb4zJV4,""Sunnanvind"",""Mares"",""42"",""-12"",""-9"",""SE"",""2024-05-13"",""64"",""False"",""202409"",""Sunnanvind"",""2019-03-15"",""0.718"",""0.702"",""1"",""-6.845"",""0"",""0.0324"",""0.0184"",""1.27e-05"",""0.388"",""0.357"",""103.934"",""4""";;
"4ZBe9Plh2adT70U4PDxve1,""Luktelk"",""Silvester Belt"",""43"",""7"",""7"",""SE"",""2024-05-13"",""70"",""False"",""161142"",""Luktelk"",""2024-01-11"",""0.761"",""0.953"",""11"",""-5.937"",""0"",""0.0536"",""0.43"",""0.000397"",""0.0825"",""0.375"",""139.999"",""4""";;
"2Yx3zbKVkim7W19MWm06Up,""EN GÅNG TILL"",""Hooja"",""44"",""-10"",""6"",""SE"",""2024-05-13"",""53"",""False"",""141729"",""EN GÅNG TILL"",""2024-05-10"",""0.649"",""0.617"",""0"",""-7.726"",""1"",""0.074"",""0.0699"",""0.0"",""0.433"",""0.197"",""89.999"",""4""";;
"1oFoY6INRnHIpHY6ssPxBm,""Trädgården en fredag"",""Veronica Maggio"",""45"",""2"",""1"",""SE"",""2024-05-13"",""65"",""False"",""189680"",""Handen i fickan fast jag bryr mig"",""2013-01-01"",""0.607"",""0.847"",""4"",""-5.078"",""1"",""0.055"",""0.135"",""0.0"",""0.0848"",""0.731"",""157.004"",""4""";;
"4QWrK6lpr8rZ6sa8ymqMrq,""No Rules!"",""Windows95Man"",""46"",""4"",""4"",""SE"",""2024-05-13"",""67"",""False"",""175896"",""No Rules!"",""2024-01-16"",""0.493"",""0.949"",""11"",""-4.961"",""0"",""0.0493"",""0.0333"",""0.0"",""0.314"",""0.615"",""159.975"",""4""";;
"0LMwmV37RCmBO2so0szAFs,""Whatever"",""Kygo, Ava Max"",""47"",""-9"",""-12"",""SE"",""2024-05-13"",""89"",""False"",""178273"",""Whatever"",""2024-01-19"",""0.58"",""0.777"",""3"",""-5.69"",""1"",""0.0655"",""0.104"",""0.0"",""0.342"",""0.589"",""108.005"",""4""";;
"6XjDF6nds4DE2BBbagZol6,""Gata Only"",""FloyyMenor, Cris Mj"",""48"",""-5"",""-16"",""SE"",""2024-05-13"",""98"",""True"",""222000"",""Gata Only"",""2024-02-02"",""0.791"",""0.499"",""8"",""-8.472"",""0"",""0.0509"",""0.446"",""2.41e-05"",""0.0899"",""0.669"",""99.986"",""4""";;
"17phhZDn6oGtzMe56NuWvj,""Lose Control"",""Teddy Swims"",""49"",""-9"",""-20"",""SE"",""2024-05-13"",""93"",""False"",""210688"",""I've Tried Everything But Therapy (Part 1)"",""2023-09-15"",""0.561"",""0.604"",""9"",""-4.409"",""1"",""0.0337"",""0.199"",""1.9e-05"",""0.104"",""0.242"",""159.92"",""3""";;
"7wLShogStyDeZvL0a6daN5,""TEXAS HOLD 'EM"",""Beyoncé"",""50"",""-14"",""-25"",""SE"",""2024-05-13"",""86"",""True"",""233456"",""COWBOY CARTER"",""2024-03-29"",""0.727"",""0.711"",""2"",""-6.549"",""1"",""0.078"",""0.582"",""0.0"",""0.158"",""0.375"",""110.012"",""4""";;
"6AI3ezQ4o3HUoP6Dhudph3,""Not Like Us"",""Kendrick Lamar"",""1"",""0"",""4"",""SA"",""2024-05-13"",""94"",""True"",""274192"",""Not Like Us"",""2024-05-04"",""0.898"",""0.472"",""1"",""-7.001"",""1"",""0.0776"",""0.0107"",""0.0"",""0.141"",""0.214"",""101.061"",""4""";;
"2qSkIjg1o9h3YT9RAgYN75,""Espresso"",""Sabrina Carpenter"",""2"",""0"",""-1"",""SA"",""2024-05-13"",""99"",""True"",""175459"",""Espresso"",""2024-04-12"",""0.701"",""0.76"",""0"",""-5.478"",""1"",""0.0285"",""0.107"",""6.54e-05"",""0.185"",""0.69"",""103.969"",""4""";;
"3qhlB30KknSejmIvZZLjOD,""End of Beginning"",""Djo"",""3"",""0"",""0"",""SA"",""2024-05-13"",""98"",""False"",""159245"",""DECIDE"",""2022-09-16"",""0.689"",""0.454"",""2"",""-7.643"",""1"",""0.0584"",""0.0351"",""0.00259"",""0.0707"",""0.912"",""159.982"",""4""";;
"3Ua0m0YmEjrMi9XErKcNiR,""Like Crazy"",""Jimin"",""4"",""0"",""-2"",""SA"",""2024-05-13"",""90"",""False"",""212241"",""FACE"",""2023-03-24"",""0.629"",""0.733"",""7"",""-5.445"",""1"",""0.0419"",""0.0025"",""0.0"",""0.357"",""0.362"",""120.001"",""4""";;
"2GxrNKugF82CnoRFbQfzPf,""i like the way you kiss me"",""Artemas"",""5"",""0"",""1"",""SA"",""2024-05-13"",""100"",""False"",""142514"",""i like the way you kiss me"",""2024-03-19"",""0.599"",""0.946"",""11"",""-4.263"",""1"",""0.0447"",""0.000938"",""0.0106"",""0.0826"",""0.747"",""151.647"",""4""";;
"77DRzu7ERs0TX3roZcre7Q,""euphoria"",""Kendrick Lamar"",""6"",""0"",""-2"",""SA"",""2024-05-13"",""93"",""True"",""383639"",""euphoria"",""2024-04-30"",""0.831"",""0.643"",""1"",""-5.002"",""1"",""0.11"",""0.046"",""0.0"",""0.084"",""0.142"",""139.948"",""4""";;
"6XjDF6nds4DE2BBbagZol6,""Gata Only"",""FloyyMenor, Cris Mj"",""7"",""0"",""3"",""SA"",""2024-05-13"",""98"",""True"",""222000"",""Gata Only"",""2024-02-02"",""0.791"",""0.499"",""8"",""-8.472"",""0"",""0.0509"",""0.446"",""2.41e-05"",""0.0899"",""0.669"",""99.986"",""4""";;
"7fzHQizxTqy8wTXwlrgPQQ,""MILLION DOLLAR BABY"",""Tommy Richman"",""8"",""0"",""42"",""SA"",""2024-05-13"",""94"",""False"",""155151"",""MILLION DOLLAR BABY"",""2024-04-26"",""0.849"",""0.699"",""1"",""-5.106"",""0"",""0.0436"",""0.0982"",""0.000215"",""0.068"",""0.927"",""138.003"",""4""";;
"51ZQ1vr10ffzbwIjDCwqm4,""we can't be friends (wait for your love)"",""Ariana Grande"",""9"",""0"",""-2"",""SA"",""2024-05-13"",""94"",""False"",""228639"",""eternal sunshine"",""2024-03-08"",""0.645"",""0.646"",""5"",""-8.334"",""1"",""0.0427"",""0.0615"",""3.04e-05"",""0.074"",""0.295"",""115.842"",""4""";;
"7CyPwkp0oE8Ro9Dd5CUDjW,""One Of The Girls (with JENNIE, Lily Rose Depp)"",""The Weeknd, JENNIE, Lily-Rose Depp"",""10"",""1"",""-1"",""SA"",""2024-05-13"",""93"",""False"",""244684"",""The Idol Episode 4 (Music from the HBO Original Series)"",""2023-06-23"",""0.264"",""0.64"",""8"",""-6.221"",""1"",""0.0442"",""0.0393"",""2.31e-06"",""0.151"",""0.19"",""84.828"",""4""";;
"2N0SPREDYqILVEFSsWF5N5,""Love Me Again"",""V"",""11"",""1"",""0"",""SA"",""2024-05-13"",""87"",""False"",""182293"",""Layover"",""2023-08-11"",""0.633"",""0.607"",""0"",""-6.182"",""0"",""0.0532"",""0.183"",""1.38e-06"",""0.167"",""0.363"",""74.029"",""4""";;
"42VsgItocQwOQC3XWZ8JNA,""FE!N (feat. Playboi Carti)"",""Travis Scott, Playboi Carti"",""12"",""-2"",""3"",""SA"",""2024-05-13"",""92"",""True"",""191700"",""UTOPIA"",""2023-07-28"",""0.569"",""0.882"",""3"",""-2.777"",""0"",""0.06"",""0.0316"",""0.0"",""0.142"",""0.201"",""148.038"",""4""";;
"2tudvzsrR56uom6smgOcSf,""Like That"",""Future, Metro Boomin, Kendrick Lamar"",""13"",""0"",""-1"",""SA"",""2024-05-13"",""95"",""True"",""267706"",""WE DON'T TRUST YOU"",""2024-03-22"",""0.814"",""0.676"",""11"",""-4.67"",""0"",""0.231"",""0.00709"",""1.28e-05"",""0.119"",""0.312"",""162.012"",""4""";;
"2OzhQlSqBEmt7hmkYxfT6m,""Fortnight (feat. Post Malone)"",""Taylor Swift, Post Malone"",""14"",""1"",""-6"",""SA"",""2024-05-13"",""96"",""False"",""228965"",""THE TORTURED POETS DEPARTMENT"",""2024-04-18"",""0.504"",""0.386"",""11"",""-10.976"",""1"",""0.0308"",""0.502"",""1.53e-05"",""0.0961"",""0.281"",""192.004"",""4""";;
"2HRgqmZQC0MC7GeNuDIXHN,""Seven (feat. Latto) (Explicit Ver.)"",""Jung Kook, Latto"",""15"",""2"",""3"",""SA"",""2024-05-13"",""86"",""True"",""183550"",""GOLDEN"",""2023-11-03"",""0.79"",""0.831"",""11"",""-4.185"",""1"",""0.044"",""0.312"",""0.0"",""0.0797"",""0.872"",""124.987"",""4""";;
"67smGwuPEtA6GAfeweAVNO,""SLAY!"",""Eternxlkz"",""16"",""-2"",""-2"",""SA"",""2024-05-13"",""85"",""True"",""107076"",""SLAY!"",""2024-03-15"",""0.681"",""0.773"",""1"",""-4.706"",""1"",""0.0345"",""0.0863"",""0.734"",""0.0978"",""0.504"",""129.923"",""4""";;
"3QJsSWa0Xo8MfaRn1gr4Be,""favorite"",""Isabel LaRosa"",""17"",""-1"",""0"",""SA"",""2024-05-13"",""87"",""False"",""133608"",""favorite"",""2024-03-29"",""0.726"",""0.652"",""10"",""-5.328"",""0"",""0.0779"",""0.00323"",""0.003"",""0.0905"",""0.625"",""97.032"",""4""";;
"0PBTlQ84CBJF0tBnKGmQa6,""FRI(END)S"",""V"",""18"",""2"",""3"",""SA"",""2024-05-13"",""91"",""False"",""148082"",""FRI(END)S"",""2024-03-15"",""0.466"",""0.601"",""8"",""-4.468"",""1"",""0.053"",""0.0315"",""0.0"",""0.0927"",""0.627"",""53.376"",""4""";;
"3vkCueOmm7xQDoJ17W1Pm3,""My Love Mine All Mine"",""Mitski"",""19"",""0"",""0"",""SA"",""2024-05-13"",""93"",""False"",""137773"",""The Land Is Inhospitable and So Are We"",""2023-09-15"",""0.504"",""0.308"",""9"",""-14.958"",""1"",""0.0321"",""0.868"",""0.135"",""0.158"",""0.121"",""113.95"",""4""";;
"2QjOHCTQ1Jl3zawyYOpxh6,""Sweater Weather"",""The Neighbourhood"",""20"",""-2"",""0"",""SA"",""2024-05-13"",""90"",""False"",""240400"",""I Love You."",""2013-04-19"",""0.612"",""0.807"",""10"",""-2.81"",""1"",""0.0336"",""0.0495"",""0.0177"",""0.101"",""0.398"",""124.053"",""4""";;
"4S8PxReB1UiDR2F5x1lyIR,""meet the grahams"",""Kendrick Lamar"",""21"",""0"",""-5"",""SA"",""2024-05-13"",""86"",""True"",""392138"",""meet the grahams"",""2024-05-03"",""0.479"",""0.802"",""5"",""-6.252"",""1"",""0.309"",""0.55"",""0.00045"",""0.11"",""0.602"",""74.98"",""4""";;
"5uQ7de4EWjb3rkcFxyEOpu,""Belong Together"",""Mark Ambor"",""22"",""4"",""0"",""SA"",""2024-05-13"",""92"",""False"",""148317"",""Belong Together"",""2024-02-16"",""0.646"",""0.668"",""2"",""-5.203"",""1"",""0.0282"",""0.491"",""0.0"",""0.212"",""0.64"",""90.969"",""4""";;
"0yc6Gst2xkRu0eMLeRMGCX,""Apocalypse"",""Cigarettes After Sex"",""23"",""-1"",""3"",""SA"",""2024-05-13"",""88"",""False"",""290616"",""Cigarettes After Sex"",""2017-06-09"",""0.369"",""0.468"",""5"",""-9.013"",""1"",""0.0273"",""0.0205"",""0.566"",""0.109"",""0.18"",""94.434"",""4""";;
"5XeFesFbtLpXzIVDNQP22n,""I Wanna Be Yours"",""Arctic Monkeys"",""24"",""-1"",""0"",""SA"",""2024-05-13"",""92"",""False"",""183956"",""AM"",""2013-09-09"",""0.464"",""0.417"",""0"",""-9.345"",""0"",""0.0256"",""0.136"",""0.022"",""0.0974"",""0.479"",""67.528"",""4""";;
"6iEUPH61sU5nCApK8wohLa,""I've Been Waiting - Radio Mix"",""Zoë Badwi, Dan Slater"",""25"",""19"",""2"",""SA"",""2024-05-13"",""59"",""False"",""241874"",""I've Been Waiting"",""2022-02-22"",""0.699"",""0.822"",""7"",""-7.424"",""0"",""0.0311"",""0.00137"",""0.103"",""0.113"",""0.544"",""128.025"",""4""";;
"1aKvZDoLGkNMxoRYgkckZG,""Magnetic"",""ILLIT"",""26"",""1"",""-3"",""SA"",""2024-05-13"",""93"",""False"",""160688"",""SUPER REAL ME"",""2024-03-25"",""0.797"",""0.668"",""6"",""-5.819"",""1"",""0.0687"",""0.257"",""0.0"",""0.0876"",""0.69"",""131.067"",""4""";;
"01qFKNWq73UfEslI0GvumE,""3D (feat. Jack Harlow)"",""Jung Kook, Jack Harlow"",""27"",""14"",""9"",""SA"",""2024-05-13"",""80"",""True"",""201812"",""3D : The Remixes"",""2023-10-02"",""0.853"",""0.824"",""1"",""-3.287"",""1"",""0.103"",""0.0322"",""0.0"",""0.0859"",""0.888"",""108.044"",""4""";;
"5Z0UnEtpLDQyYlWwgi8m9C,""Too Sweet"",""Hozier"",""28"",""12"",""0"",""SA"",""2024-05-13"",""90"",""False"",""251424"",""Unreal Unearth: Unheard"",""2024-03-22"",""0.741"",""0.62"",""10"",""-5.505"",""1"",""0.0412"",""0.0295"",""0.000809"",""0.0398"",""0.934"",""117.038"",""4""";;
"1gVT9clRR3jRvgJYK2KsIp,""Rdy"",""Ayed"",""29"",""1"",""0"",""SA"",""2024-05-13"",""52"",""False"",""270118"",""Rdy"",""2023-12-02"",""0.696"",""0.672"",""4"",""-4.981"",""0"",""0.0351"",""0.534"",""0.0"",""0.243"",""0.626"",""105.035"",""3""";;
"69phA1R4gmQsBFRQ3INW8C,""ONE CALL"",""Rich Amiri"",""30"",""-5"",""2"",""SA"",""2024-05-13"",""86"",""True"",""121399"",""Ghetto Fabulous"",""2023-11-17"",""0.65"",""0.539"",""1"",""-7.281"",""1"",""0.0561"",""0.00617"",""2.67e-05"",""0.114"",""0.253"",""158.105"",""4""";;
"3lwK3WyKAI5bUuGY1OgGbZ,""Smart"",""LE SSERAFIM"",""31"",""-3"",""-6"",""SA"",""2024-05-13"",""80"",""False"",""166384"",""Smart (Remixes)"",""2024-03-22"",""0.799"",""0.675"",""1"",""-5.474"",""1"",""0.0465"",""0.115"",""0.0"",""0.0833"",""0.594"",""113.076"",""4""";;
"1wFFFzJ5EsKbBWZriAcubN,""Family Matters"",""Drake"",""32"",""5"",""-19"",""SA"",""2024-05-13"",""87"",""True"",""456933"",""Family Matters"",""2024-05-03"",""0.527"",""0.492"",""1"",""-9.774"",""1"",""0.279"",""0.0047"",""0.0"",""0.306"",""0.234"",""164.005"",""4""";;
"0YThXX1dqUpYBLyJNAsF9N,""If We Being Rëal"",""Yeat"",""33"",""-1"",""-3"",""SA"",""2024-05-13"",""85"",""True"",""172500"",""2093"",""2024-02-16"",""0.457"",""0.499"",""1"",""-6.67"",""1"",""0.0334"",""0.247"",""6.34e-05"",""0.171"",""0.0348"",""127.95"",""4""";;
"7vOmSP2647oNUGGEhWd1cr,""Montagem Mysterious Game"",""LXNGVX"",""34"",""-10"",""0"",""SA"",""2024-05-13"",""84"",""False"",""103495"",""Montagem Mysterious Game"",""2023-12-01"",""0.537"",""0.64"",""1"",""-10.441"",""1"",""0.104"",""0.146"",""0.878"",""0.157"",""0.222"",""130.051"",""4""";;
"3rUGC1vUpkDG9CZFHMur1t,""greedy"",""Tate McRae"",""35"",""3"",""-2"",""SA"",""2024-05-13"",""95"",""True"",""131872"",""greedy"",""2023-09-15"",""0.749"",""0.729"",""6"",""-3.19"",""0"",""0.0321"",""0.261"",""0.0"",""0.113"",""0.816"",""111.004"",""1""";;
"2RNut2tMgGnggdKCxzLLNM,""Come back to me"",""RM"",""36"",""10"",""14"",""SA"",""2024-05-13"",""74"",""False"",""388960"",""Come back to me"",""2024-05-10"",""0.623"",""0.462"",""4"",""-7.82"",""0"",""0.0326"",""0.397"",""0.0115"",""0.0492"",""0.344"",""73.007"",""4""";;
"1SS0WlKhJewviwEDZ6dWj0,""SPOT!"",""ZICO, JENNIE"",""37"",""-1"",""10"",""SA"",""2024-05-13"",""86"",""False"",""167706"",""SPOT!"",""2024-04-26"",""0.875"",""0.782"",""5"",""-3.905"",""0"",""0.078"",""0.151"",""0.0"",""0.113"",""0.906"",""108.038"",""4""";;
"3p4hRhMcb6ch8OLtATMaLw,""Cry"",""Cigarettes After Sex"",""38"",""-4"",""-3"",""SA"",""2024-05-13"",""84"",""False"",""256799"",""Cry"",""2019-10-25"",""0.408"",""0.398"",""7"",""-10.448"",""1"",""0.0277"",""0.758"",""0.654"",""0.112"",""0.165"",""142.834"",""4""";;
"2KslE17cAJNHTsI2MI0jb2,""Standing Next to You"",""Jung Kook"",""39"",""4"",""-1"",""SA"",""2024-05-13"",""91"",""False"",""206019"",""GOLDEN"",""2023-11-03"",""0.711"",""0.809"",""2"",""-4.389"",""0"",""0.0955"",""0.0447"",""0.0"",""0.339"",""0.816"",""106.017"",""4""";;
"0nOYzdwXVX4ATRYVENxOyb,""Haram Aliek"",""Nasrat Al Badr"",""40"",""-9"",""6"",""SA"",""2024-05-13"",""51"",""False"",""290377"",""Nasrat Al Badr Collection"",""2018-10-25"",""0.423"",""0.789"",""0"",""-7.618"",""0"",""0.161"",""0.338"",""0.0"",""0.239"",""0.764"",""207.986"",""4""";;
"7j4OmvkjRz0PrjFADlHfQx,""Set Fire to the Rain"",""Adele"",""41"",""-6"",""-2"",""SA"",""2024-05-13"",""42"",""False"",""242973"",""21"",""2011-01-19"",""0.603"",""0.67"",""2"",""-3.882"",""0"",""0.0249"",""0.00408"",""1.68e-06"",""0.112"",""0.446"",""107.993"",""4""";;
"5VZ0soW5syQfefCUj603DW,""MASHA ULTRAFUNK"",""HISTED, TXVSTERPLAYA"",""42"",""-13"",""8"",""SA"",""2024-05-13"",""76"",""False"",""93650"",""MASHA ULTRAFUNK"",""2024-03-07"",""0.652"",""0.891"",""10"",""1.808"",""0"",""0.0368"",""0.001"",""0.0148"",""0.336"",""0.576"",""100.265"",""4""";;
"6fdjPVlCwFryREAsmRHy4C,""MONTAGEM DIAMANTE ROSA - SLOWED"",""vtze archive, Mc Ster"",""43"",""-10"",""0"",""SA"",""2024-05-13"",""80"",""True"",""114955"",""MONTAGEM DIAMANTE ROSA"",""2024-01-09"",""0.633"",""0.467"",""7"",""-7.622"",""1"",""0.0352"",""0.0041"",""0.0"",""0.445"",""0.238"",""112.722"",""4""";;
"4Dvkj6JhhA12EX05fT7y2e,""As It Was"",""Harry Styles"",""44"",""1"",""6"",""SA"",""2024-05-13"",""92"",""False"",""167303"",""Harry's House"",""2022-05-20"",""0.52"",""0.731"",""6"",""-5.338"",""0"",""0.0557"",""0.342"",""0.00101"",""0.311"",""0.662"",""173.93"",""4""";;
"3lMzT16MjAKKXF7pSZn13B,""Tell Ur Girlfriend"",""Lay Bankz"",""45"",""-3"",""-14"",""SA"",""2024-05-13"",""91"",""True"",""124444"",""Tell Ur Girlfriend"",""2024-02-07"",""0.866"",""0.741"",""7"",""-4.66"",""1"",""0.245"",""0.0933"",""0.0"",""0.0297"",""0.614"",""135.07"",""4""";;
